id,text,dates
17,">> ANDREA: [6:33:19] Good afternoon. My name is Andrea Webster. I am an Atlanta police officer. I’m calling [indiscernible]. APD has already been training there for many years, and the site of the original training center to continue to serve as a firing range and tactical training Atlanta Police. The city has dedicated diligently and there are multiple reasons for this location. First, there is not another location for any kind of other congestion. This is the most environmentally friendly option we're likely to see as the city and county streets, and they have agreed to reclaim anything from them, including invasive species [indiscernible] the trees. Attracted to a compound, the park has been central to the problem for years. The business and people in the community are handling the project. This financial goal and contact area policy and performance to be spent on social service programs and just pandering on one hand, is our community at the border. Police and taxpayers will be forced to take on for later date. Our work is fundamentally triggered by 2400 police officers and 200 firefighters. [Indiscernible] can be held to the highest bidder. [Indiscernible] Any public safety safety and priority in both [indiscernible]. [06:34:55]",Sep_7_2021
18,">> WOMAN #63: [06:34:57] [indiscernible] very concerned of prison farm, and I do not want the trees cut down. I want the prison farm to be safe. It is very important for me and all of Atlanta. So, please save Atlanta and all the prison farm. Thank you. [06:35:22]",Sep_7_2021
19,>> MAN #54: [06:35:24] [indiscernible] Buckhead resident. Calling of a concern about proposed construction facility plans for the [indiscernible] prison farm structure. And invite friends and neighbors from on top of them are sitting and we're going to end the proposed construction. Thank you. Good bye.  [6:35:56],Sep_7_2021
20,">> ANN: [6:36:00] This is Ann [indiscernible] I'm a resident of the city of Atlanta, and I'm calling to ask you to please vote yes in support of the building of the training center on Key Road now. We desperately need this training center. And I encourage you to please support them. Thank you. [6:36:18]",Sep_7_2021
21,>> DOUG SHIPMAN: [04:23:33] Thank you. [04:23:33],June_5_P1
22,>> AUDIENCE MEMBERS: [04:23:33] [cheering]. [04:23:33],June_5_P1
23,">> DOUG SHIPMAN: [04:23:39] Everyone, before I call the next group of speakers, I just want you to know that we've suspended the rules so that more people can speak. But the more that you cheer after every speaker, the longer it goes, and the less that people will be able to speak. I'm asking you to work together so that we get as many people as quickly as possible so they don't have to go home so they can speak if they want to. Next group: Marcus Coleman. I believe that's Monty Benjamin, Kimberly Brooks, Jordan Harmon, Amber Sherman, Curtis Duncan, and Demonte Barrino. First up will be Marcus Coleman. You'll have up to six minutes due to yielded time. [04:24:22]",June_5_P1
24,>> AUDIENCE MEMBER: [04:24:23] What number are you on? What number? [04:24:24],June_5_P1
25,>> DOUG SHIPMAN: [04:24:30] So sorry. We're at 74 through 84. [04:24:31],June_5_P1
26,">> MARCUS COLEMAN: [04:24:41] Good afternoon, Mr. President and Council. I hate that, Mr. Bond stepped away. What I was going to say was, Mr. Bond, your father's reputation is impenetrable. It is your legacy that is at question. Well, let me first start off with giving a salute to the members of Until Freedom. Tamika, my son, Linda, Angelo, who are standing in Louisville today for what would have been and what should have been Breonna Taylor's 30th birthday. And to make matters worse, they are in Louisville giving respect to what we're doing here in Atlanta. So, I thought we need to reciprocate that love. [04:25:27]",June_5_P1
27,>> AUDIENCE MEMBERS: [04:25:31] [clapping]. [04:25:31],June_5_P1
28,">> MARCUS COLEMAN: [04:25:31] We talked about the water and I know that it's worked out. You can go get some water. When I first heard that on the news, it made me think about the voter suppression, where you can't hand out water to voters and the voting lines. A lot of people have spoken. I'm going to shift my gear. I promise you, brother Lewis, Antonio Lewis. Councilman Lewis, I promise you. I had you on my spirit for I came here this morning. I saw you on the news and you were standing with the family. The family that many of us have supported. And you were saying, where are you all at? And I know we got some comrades in common. I hear you on WA, okay. I got to say this to you, brother. In 1966 is when the first SWAT unit was created in LAPD. Do you know the definition of a SWAT member? It is a paramilitary officer. I'm telling this to your brothers. I see you in a lot of good places. You got to be armed with the truth. As soon as SWAT units were erected that militarized every police department that has one. A SWAT member is not only a paramilitary officer, but that paramilitary officer is armed with weaponry and strategy from the military, making it a militarized police department. Baby Bou Bou. Bou come on. I'm not just throwing up a T-shirt because I like this hideous picture of this 19-month-old toddler. I happen to lead the charge of this state's largest, most high profile demilitarization of police case where Habersham County blew up a toddler by throwing in a flash bang grenade, which at Cop City, I'm sure there's going to be plenty of that bombs going up. Plenty of that action. [04:27:38] [04:27:39] --- [04:27:39]",June_5_P1
29,">> MARCUS COLEMAN: [04:27:40] And furthermore, flash bang grenades weren't created for our streets. They were created for war zones abroad. So please, brother, please don't make that mistake again. A militarized training compound is exactly what this is. It's funny that that $36 million was an oversight. And I think what it was, what was it being called, a message blunder? Well, sending it back to committee is something that I definitely support. For those of you who don't have the courage to say, hey, I just want to stop it, but send it back to committee for your fiscal responsibility to your constituents. And no wonder the 36 million was an oversight because it totally dispels the mayors. Atlanta safety is our North star in the minimization of the police involvement in this compound. What do I mean? Because the 36 million, you guys are paying rent to the Police Foundation. I don't know any other connection to, but let me say this, please. To the Atlanta Police Foundation, who was at the middle or bottom of the totem pole until after the summer of 2020, your existence is merely due to our resistance. [04:28:57]",June_5_P1
30,>> AUDIENCE MEMBERS: [04:28:57] [clapping]. [04:28:57],June_5_P1
31,">> MARCUS COLEMAN: [04:29:00] The Atlanta Police Foundation was funneled with money on the heels of this uprising. Here in Georgia, we're supposed to protest like nice little boys and girls. We're not supposed to color outside the lines. I'll be honest. So much has been said. Part of me doesn't even really want to be here. You know why? Because this morning, when I came here, I sit by the bedside of Doctor Ambassador Joseph Beasley, who was a dear friend, father figure, and mentor of mine. [04:29:35] [04:29:36] --- [04:29:36] And what's sad is three blocks up the road, you've got a global figure who's helped thousands of people. And when he's damn near on his deathbed, his house is empty. If you know Doctor Joseph Beasley, always work, please raise your hand, please. Plenty of you all need to do more studying. Please look up Doctor Beasley. Where are the senators, Warnock and Ossoff in this matter? [04:30:02]",June_5_P1
32,">> AUDIENCE MEMBERS: [04:30:02] [cheering]. [04:30:02] Here we are running around here, flipping the Congress, making Georgia blue. And a man I stood shoulder-to-shoulder with in Warnock, I can't even find him to speak on prison industrial complex. [04:30:18]",June_5_P1
33,">> AUDIENCE MEMBERS: [04:30:18] [clapping]. [04:30:18] Well, let me end with this quote from Doctor King. Everybody wants to talk about Doctor King. Doctor King stated that a nation that continuously, year after year, spends more money on military defense than programs of social uplift, it's headed for a spiritual doom. We feel, in closing, like Cop City is a manifestation of that--- [04:30:44] [04:30:44] --- [04:30:44]",June_5_P1
34,">> DOUG SHIPMAN: [04:30:44] Time has expired. Thank you. [04:30:44][0.4] ---doom. Nothing but an academy for assassins. So, in the name of Joe Beasley, in his pitch I will close. [04:30:50]",June_5_P1
35,>> DOUG SHIPMAN: [04:30:52] Thank you. [04:30:52] Stop Cop City. [04:30:54],June_5_P1
36,>> AUDIENCE MEMBERS: [04:30:54] [cheering] [04:30:54],June_5_P1
37,">> DOUG SHIPMAN: [04:30:59] Mr. Lewis, you want to respond to him? [04:31:03]",June_5_P1
38,">> ANTONIO LEWIS: [04:31:05] And brother, I appreciate you for directing. And I appreciate the words. I always tell people that when you come to me, make sure you let me know stuff. So, I keep my my ears all the way open. But it's also my job to sit on these guys and tell the stuff I'm seeing as well. So, a lot of misinformation have been told. And when we talk about how long I've been affected by 1990, when a hurricane happened in Miami, they drew people to Atlanta. The Atlanta Miami drove what happened. My mother was murdered in a war. Right there in Dixie Hill. Shot over 20 times. That man did 30 years in prison. He came home three years ago. He now works for the city somewhere. My grandmother told me she felt justice. One week ago, I had a niece, Bri’Asia Powell. One week ago. That's my niece. My dad married her grandmama. So, that's my niece. Her mom is my sister. And I'm telling you that she was shot. She is superstar. The community calls her a superstar because she better than everybody else. We know what just happened over there. So, we seen all this stuff is going on, and I'm telling you, I'm going to keep going even more because you say the courthouse the other day. Nobody showed up. She was in there by herself. A hundred shots fired, 76 bullets, three flash bang grenades after 90 shots were already fired. There was a comment by the police. Let's make sure he's already dead. They then drove him downstairs and left him there for eight hours. Officers have been charged. I made sure I didn't disrespect you at all. And we come from the same people. So let me get to a period like I did you. And so I would say the officers have been charged with over 13 felonies. She was an in by herself. She wasn't because my staff has made sure we've been with her every step of the way. We walk in with her every step of the way. I made sure I let you go to a period, and I must have been there every step of the way before we was on city council. And so I will say that I was there and I went into the courtroom with her, came not before court started. [04:33:10] [04:33:11] --- [04:33:11][0.0] And I was getting there as many times as I could, no matter how busy I was. This was a mother there by herself, Black woman. And we got the police. We got them down and we got him in court, you all. We typically don't get police officers to go to court charged. And so watching her by herself. And so me saying, hey, you all don't hear that about cell. That's a real thing. And so I thought why I bring up reason. I bring in a friend. Nobody said a name, said one person himself. We are lying to me because knew we had found a way to sanity. We found a way to make sure she was okay. We found a way to make sure I'm okay. Now they tell me they got a fine new place to live because it's very dangerous where they live. And so over 100 shots were fired at their Mays High School. Nobody talked about it. So, I will let you know I'm fully engaged with all this stuff, but I'm listening to her about it, too. I appreciate you full out for there and I know DC going to lock us in and so we can talk after this. [04:34:03]",June_5_P1
39,">> DOUG SHIPMAN: [04:34:03] Thank you, Mr. Lewis. Next is Monty Benjamin or in Monty Benjamin. You have up to four minutes due to yielded time. [04:34:14]",June_5_P1
40,">> MONTY BENJAMIN: [04:34:16] Hello to everyone here, as well as the members that are here to support stopping Cop City. I'm standing before you all as an example in the end results of the culture, as well as the studious outrage of justice when it applies to law enforcement. Again, to me, being a mother of a son who lost his life at the hands of law enforcement, my tone with this is the pettiness of distinguishing militarized as opposed to public safety and all the above. My thing is, with this whole issue of Cop City, I am not a negative cop. I come from a family that's enforced with law enforcement. My brother in law worked for the Secret Service. One actually work for the military police. And one also in law enforcement in my local time. I am a resident here of the metro Atlanta area. What I will say is my thoughts on Cop City is all of this money is being put into a structure, into a building, into entity, whereas we have the issues of community issues, homelessness. Prior to losing my son, I was a part of a lot of those organizations that was reaching out to the families that live in the communities where it has presently been gentrified, where you had elderly people put out on the street not knowing where they're going to go, not knowing where they're going to live. So, my thoughts is this. [04:36:13] [04:36:14] --- [04:36:14]",June_5_P1
41,">> GARRETT BRANDT: [00:36:06] We have the whole game here. That's exciting. Before I start, I just want to address something that I've heard over and over again from Councilman Bond, which is that the City Council simply cannot do anything to help the city, whether it be in education or transport or housing or whatever. I'm so sick of this narrative. The City Council is the only lawmaking body in the city. Yet at the same time, you just keep insisting to us that you are useless. Okay? [00:36:31]",June_5_P2
42,>> AUDIENCE MEMBERS: [00:36:31] [clapping] [00:36:31],June_5_P2
43,">> GARRETT BRANDT: [00:36:32] If you truly cared about helping the people, you would find a way. That's what good lawmakers do. I'm confused about what you want us to do. Who can actually help us? Where do we go? What are we supposed to do if you're useless? With that said, hello again. My name is Garrett Brandt. I'm a 19-year old resident of District 5, just a ten-minute drive from the South River forest. I attend college at Brown University, where I study sociology and urban studies on a pre-law track. I am here today to urge you-all to vote no on the $60 plus million in funding for Cop City, or at the very least, to send the legislation back to committee for further deliberation. I believe this is in all of our collective, including each of your best interests. Since the last time we did this on May 15th, my fellow student organizers and I have met with several of you individually to discuss this issue. Those of you that would meet with us at least had two major takeaways from these meetings. Firstly, you are not abolitionists. You will never be abolitionists. We cannot convince you to be abolitionist, and we will never agree about this until the day you-all die. [00:37:38]",June_5_P2
44,>> AUDIENCE MEMBERS: [00:37:40] [laughing]. [00:37:40],June_5_P2
45,">> GARRETT BRANDT: [00:37:40] This makes sense. After all, your jobs do directly depend on the existence of police in the prison industrial complex in order to legitimize and protect your power. But that's okay. I've come to terms with that. I know I cannot convince you that we do not need a new training facility. No matter how much scholarly research I cite about policing and effectiveness, no matter how much personal testimony I give, no matter how many necks or snaps, how many skulls are cracked, how much blood is spilled. What I want to focus on is my second takeaway. My second takeaway is that at least according to what many of you have told us directly, is that we actually agree on a number of things. In general, it would seem that we agree about the horrific environmental consequences the construction of Cop City would entail. As you have heard over and over again, this is a textbook case of environmental racism in action, a critical green space in an under-resourced, unrepresented, predominantly black community being destroyed for a facility which would train those who throughout the history of this country have only existed to harass, intimidate, and murder black people. Let us not forget that the origins of our modern police lie in the slave patrols of places like the city and state we all call home today. Let us not forget that the Atlanta Police Department is the very same department which brutally beaten and unjustly arrested civil rights demonstrators decades ago. Does that sound familiar? Let us not forget that for this nation and city's entire history, black people have been purposefully and systematically denied access to property and public green space. Look no further than the construction of Atlanta's highways. Make no mistake, Atlanta's legacy is one of stark racial environmental apartheid. That's a legacy each and every one of you joins if you decide it is okay to destroy the only public park serving a community full of black children in favor of shooting ranges and bomb test sites designed to spill those same children's blood. For those of you with black constituencies, I'm sure that's not a legacy you're interested in. Nobody will remember the shooting ranges, but they sure as hell will remember the force that got raised. Even if environmental racism is of no concern to you, if you represent somewhere full of happy white people like, I don't know, Buckhead, I'm sure we can agree that in this time of climate crisis, because we all believe in climate change, right, guys? Cutting down one of our city's four lungs is a terrible idea. I know some of you are old, but I want a planet to live on in 30 years. [00:39:59]",June_5_P2
46,>> AUDIENCE MEMBERS: [00:40:00] [cheering] [clapping]. [00:40:00],June_5_P2
47,">> GARRETT BRANDT: [00:40:00] I'm sure we can agree that your children and grandchildren deserve a planet. After all, it is not our generation's fault that we're in this mess. It's yours and your parents and their parents before them. So please help us fix it. If you so desperately must have your Cop City, if you so desperately must facilitate the deaths of black people in this city, too busy to hate, at least do not massacre the planet alongside us. The next point of general agreement I found from meeting with some of you is our mutual disdain for the Atlanta Police Foundation. I have heard it directly from multiple of your mouths that there was no love from any of you for the APF. Good. Me neither. Let's make something clear. The use of the word Atlanta in APFs name is a severe misnomer. Forty percent of their members do not even live within the city. Forty five percent of the ones who do live in Buckhead that speaks for itself only four of them live in majority black census tracts. Dave Wilkinson himself lives an hour outside of the city. These people do not represent Atlanta. They aren't even from here. They're about us. Atlanta's the Braves nowadays. Like. Come on. [00:41:09]",June_5_P2
48,>> AUDIENCE MEMBERS: [00:41:10] [laughing]. [00:41:10],June_5_P2
49,">> GARRETT BRANDT: [00:41:11] Why should these people have any say on what goes on in a city they won't even live in? Why should they hold the lives and livelihood of black communities in their hands when they can't even be bothered to live around us? These people are not your constituents. They clearly cannot be trusted to represent Atlanta and you-all don't even like them. So I'm confused why you bark and roll over at their command. The answer some of you have given me to this question, is that it is simply easier to let the APF oversee the construction of the facility, especially given its location outside of your jurisdiction. President Shipman, you explicitly described this as a, ''deal of convenience.'' Why do you settle for convenience? We did not elect any of you out of convenience. Voting in the state sure as hell is not convenient. We elected you expecting excellence. You can do better than this. We've shown you it is important to us that you do so. If you absolutely must build a facility, do it without the APFs involvement. The final point of agreement I think we have is in terms of the suppression of activists by the police and state. Although I'm not sure why bother to differentiate between the two. From what I have heard from those of you I've spoken with, it seems we can agree that the use of domestic terrorism charges on peaceful protests are just horrifically excessive. It seems we can agree that the murder of Tortuguita should not have happened, that the 57 bullets that ripped their body apart should never have been fired. I'm sure we can agree that the SWAT raid of the tear down house and arrest of the three Solidarity Fund organizers is questionable at the very best. Although I would without a doubt label it as an attempt at fascism. If these things trouble you as deeply as you claim, why do you wish to build a massive playground for the people doing them? What do you think they will be training for? They've shown you quite clearly again and again you cannot train the police not to repress activists. That's what they exist to do. It's time to stand on your words and help ensure (phonetic) never happens again. I guess I did end up trying to convince you of something abolitionists. And I guess you just can't avoid talking about something when you're right. What I want to leave you with is a choice. I want to quote Matt Westmoreland, who told me he always strives to, ''vote his conscience.'' This is a choice of conscience. You can choose to do the easy thing. Take the APFs deal of convenience and vote yes. If that's what you decide, you'll continue to hear from us on Election Day and otherwise, I promise you that. Or you can choose to do the right thing, vote no or at the very least, send this tragedy of a legislation back to committee so we can have some modicum of trust that you care about us and will listen to our concerns. We've done what you want. We followed the proper civil process, no matter how difficult it has been made for us, and Lord knows it has been. Now it's up to you to vote your conscience. Do the right thing. It'll be a whole lot worse for all of us if you don't. [00:43:57]",June_5_P2
50,>> AUDIENCE MEMBERS: [00:43:59] [cheering] [clapping]. [00:43:59],June_5_P2
51,">> DOUG SHIPMAN: [00:43:59] Thank you. Next is Z Fitzgerald. But before that, Councilmember Bond. [00:44:20]",June_5_P2
52,>> AUDIENCE MEMBERS: [00:44:22] [crosstalk] [00:44:22] [00:44:36] --- [00:44:36],June_5_P2
53,>> AUDIENCE MEMBERS: [00:44:56] Viva Tortuguita. [00:44:56],June_5_P2
54,>> DOUG SHIPMAN: [00:44:56] Please allow the Councilmember to speak so we can continue with public comment. Please allow the councilmember to speak. Councimember Bond. Procedures of counsel allow a councilmember to speak when they've been called by name. Just allow him to speak and we'll move along. Councilmember Bond. Councimember Bond has the floor. [00:45:39],June_5_P2
55,>> AUDIENCE MEMBERS: [00:45:39] [crosstalk] [00:45:39],June_5_P2
56,>> AUDIENCE MEMBERS: [00:46:23] [crosstalk] [00:46:23],June_5_P2
57,>> DOUG SHIPMAN: [00:46:35] Allow Councimember Bond to speak and then we'll move along. [00:46:38],June_5_P2
58,">> DOUG SHIPMAN: [00:46:39] In the example of the Fulton County, it is fully municipalized, but it still collects the same amount of money as when it was performing service. So if you'd like to see an increase in mental health services, human services for individuals, the same type of energy and zeal that is being expressed here today and in this movement would be wise to apply for the county so that they can allocate more money to spend on those services. Absolutely. [00:47:14]",June_5_P2
59,>> AUDIENCE MEMBERS: [00:47:16] [crosstalks] [00:47:16],June_5_P2
60,>> DOUG SHIPMAN: [00:47:26] Councilmember Bond has the floor. [00:47:28],June_5_P2
